entity_code,period_end,period_type,statement_scope,currency,unit,line_item,value,data_status,source_document_id,source_page,extraction_method,notes
DMX,2026-03-31,Q1,consolidated,VND,VND_bn,interest_received,424.845861118,official,DMX_DATA_2026Q1,Cash Flow Statement rows 7-38,table_extract,Official unaudited consolidated Q1 actual.
DMX,2026-03-31,Q1,consolidated,VND,VND_bn,investing_cash_flow,140.146492181,official,DMX_DATA_2026Q1,Cash Flow Statement rows 7-38,table_extract,Official unaudited consolidated Q1 actual.
DMX,2026-03-31,Q1,consolidated,VND,VND_bn,debt_drawdown,22101.481775842,official,DMX_DATA_2026Q1,Cash Flow Statement rows 7-38,table_extract,Official unaudited consolidated Q1 actual.
DMX,2026-03-31,Q1,consolidated,VND,VND_bn,debt_repayment,-23371.705318407,official,DMX_DATA_2026Q1,Cash Flow Statement rows 7-38,table_extract,Official unaudited consolidated Q1 actual.
DMX,2026-03-31,Q1,consolidated,VND,VND_bn,dividends_paid,0.000000000,official,DMX_DATA_2026Q1,Cash Flow Statement rows 7-38,table_extract,Official unaudited consolidated Q1 actual.
DMX,2026-03-31,Q1,consolidated,VND,VND_bn,financing_cash_flow,-1270.223542565,official,DMX_DATA_2026Q1,Cash Flow Statement rows 7-38,table_extract,Official unaudited consolidated Q1 actual.
DMX,2026-03-31,Q1,consolidated,VND,VND_bn,net_change_cash,-266.390283407,official,DMX_DATA_2026Q1,Cash Flow Statement rows 7-38,table_extract,Official unaudited consolidated Q1 actual.
DMX,2026-03-31,Q1,consolidated,VND,VND_bn,opening_cash,3578.154917657,official,DMX_DATA_2026Q1,Cash Flow Statement rows 7-38,table_extract,Official unaudited consolidated Q1 actual.
DMX,2026-03-31,Q1,consolidated,VND,VND_bn,fx_cash_effect,0.913927127,official,DMX_DATA_2026Q1,Cash Flow Statement rows 7-38,table_extract,Official unaudited consolidated Q1 actual.
DMX,2026-03-31,Q1,consolidated,VND,VND_bn,ending_cash,3312.678561377,official,DMX_DATA_2026Q1,Cash Flow Statement rows 7-38,table_extract,Official unaudited consolidated Q1 actual.
